TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Feminino,Branca,Estadual,634.1,546.2,563.2,621.1,620.0,EF-2 incompleto,ES incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,657.2,689.0,819.3,595.4,920.0,PG completo,PG incompleto,3,Até R$26400,Um,Nenhum,Três,Três,True,18.0
Feminino,Branca,Estadual,554.5,477.1,561.2,492.3,540.0,EM incompleto,EM incompleto,2,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Preta,Estadual,533.3,440.9,540.1,499.0,520.0,ES incompleto,ES incompleto,3,Até R$1980,Um,Nenhum,Três,Nenhum,True,17.0
Masculino,Branca,Estadual,534.7,536.8,409.3,593.4,600.0,EF-2 incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Amarela,Privada,734.0,771.2,928.2,730.6,860.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Parda,Estadual,622.2,508.0,512.1,526.1,640.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,594.4,496.0,407.4,551.8,580.0,PG incompleto,PG incompleto,5,Até R$10560,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,571.8,396.8,590.6,531.4,600.0,ES incompleto,ES incompleto,5,Até R$6600,Um,Nenhum,Três,Um,True,19.0
Masculino,Branca,Privada,553.6,340.8,388.0,459.3,800.0,PG completo,PG completo,3,Até R$7920,Um,Nenhum,Três,Três,True,17.0
Feminino,Parda,Estadual,584.8,508.7,601.6,639.7,780.0,ES incompleto,PG incompleto,6,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,508.0,517.3,668.6,513.5,700.0,PG incompleto,PG completo,4,Até R$3960,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Feminino,Parda,Privada,481.9,558.5,534.5,536.3,440.0,PG completo,PG completo,4,Até R$11880,Dois,Um,Quatro ou mais,Três,True,19.0
Masculino,Branca,Privada,545.7,518.6,510.4,524.8,520.0,PG completo,PG completo,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,650.3,647.0,640.9,610.3,740.0,PG incompleto,ES incompleto,4,Até R$2640,Nenhum,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Estadual,358.7,370.4,466.2,515.1,440.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Branca,Privada,528.0,571.7,684.2,505.5,860.0,ES incompleto,PG incompleto,4,Até R$6600,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,483.7,535.8,406.4,500.9,760.0,PG incompleto,PG incompleto,4,Até R$11880,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Preta,Estadual,422.9,556.6,563.5,612.9,620.0,EF-2 incompleto,EF-2 incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,False,18.0
Feminino,Branca,Privada,684.5,712.2,818.3,604.3,640.0,ES incompleto,PG incompleto,4,Até R$7920,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Estadual,600.5,553.6,585.9,531.4,880.0,PG completo,PG completo,5,Até R$3960,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,328.2,480.9,360.5,330.9,0.0,ES incompleto,EF-2 incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,558.8,457.0,507.1,531.1,660.0,PG completo,PG completo,5,Até R$10560,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Amarela,Privada,307.5,403.5,575.0,503.2,320.0,EM incompleto,EM incompleto,4,Até R$7920,Um,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Parda,Estadual,573.3,572.7,657.0,585.0,600.0,ES incompleto,ES incompleto,5,Até R$6600,Um,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Parda,Estadual,480.5,493.7,493.0,536.8,480.0,PG incompleto,ES incompleto,6,Até R$2640,Nenhum,Nenhum,Um,Um,True,17.0
Feminino,Branca,Privada,569.3,577.1,633.7,545.1,800.0,PG completo,PG completo,3,Até R$11880,Um,Nenhum,Três,Dois,True,17.0
Feminino,Parda,Estadual,693.4,741.4,853.0,694.7,960.0,EM incompleto,PG completo,3,Até R$3960,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,651.8,538.0,715.6,643.0,880.0,PG completo,PG completo,3,Até R$7920,Dois,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,416.3,334.8,383.0,452.7,480.0,ES incompleto,ES incompleto,6,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,562.7,458.3,397.3,575.3,640.0,EF-1 incompleto,EF-1 incompleto,2,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,19.0
Masculino,Preta,Estadual,586.7,497.3,636.1,535.8,640.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Estadual,514.1,446.7,567.6,574.8,580.0,ES incompleto,ES incompleto,3,Até R$3960,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,595.8,459.0,690.3,625.4,800.0,ES incompleto,PG completo,4,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,693.6,758.0,826.7,667.5,840.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Quatro ou mais,True,18.0
Masculino,Parda,Privada,573.6,568.9,586.3,539.6,640.0,ES incompleto,PG incompleto,5,Até R$1320,Um,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Amarela,Estadual,567.8,506.3,650.9,564.8,660.0,PG completo,PG incompleto,6,Até R$5280,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Preta,Estadual,552.4,458.8,620.2,564.4,560.0,ES incompleto,EF-2 incompleto,6,Até R$2640,Nenhum,Um,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,579.1,495.7,641.8,593.1,720.0,PG completo,PG completo,2,Até R$9240,Um,Nenhum,Dois,Dois,True,17.0
Feminino,Branca,Privada,540.8,533.7,583.4,575.7,520.0,PG incompleto,ES incompleto,4,Até R$6600,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Privada,569.6,517.6,588.3,535.9,840.0,ES incompleto,PG incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Estadual,474.4,471.8,513.4,604.2,620.0,EM incompleto,PG incompleto,3,Até R$1320,Nenhum,Nenhum,Um,Um,True,18.0
Masculino,Branca,Privada,529.3,530.0,603.0,542.5,720.0,PG incompleto,ES incompleto,3,Até R$7920,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,342.6,431.8,599.1,450.0,720.0,ES incompleto,PG incompleto,4,Até R$10560,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,630.4,581.4,723.5,638.1,840.0,PG incompleto,PG completo,4,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,545.0,622.6,732.5,615.2,840.0,EF-2 incompleto,ES incompleto,4,Até R$5280,Nenhum,Nenhum,Quatro ou mais,Quatro ou mais,True,19.0
Feminino,Parda,Estadual,508.9,440.2,563.7,522.4,560.0,ES incompleto,PG incompleto,6,Até R$5280,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,520.9,554.1,645.9,550.5,700.0,EM incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Preta,Privada,630.0,603.9,715.7,611.8,600.0,PG completo,PG completo,5,Até R$11880,Um,Nenhum,Três,Dois,True,16.0
Masculino,Branca,Estadual,551.3,566.8,749.1,579.3,440.0,EF-1 incompleto,EF-1 incompleto,3,Até R$1320,Nenhum,Um,Três,Um,True,18.0
Feminino,Branca,Estadual,538.2,494.2,406.4,498.5,540.0,EF-2 incompleto,EF-2 incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Um,True,18.0
Feminino,Parda,Estadual,502.0,449.0,613.8,489.8,720.0,ES incompleto,EF-2 incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Branca,Privada,564.1,541.3,726.3,606.3,860.0,EM incompleto,PG incompleto,3,Até R$15840,Um,Um,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Estadual,608.7,461.6,599.9,626.9,920.0,ES incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,620.0,561.1,618.1,607.1,860.0,PG incompleto,PG completo,2,Até R$13200,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Estadual,464.1,460.1,463.1,540.2,340.0,EM incompleto,ES incompleto,4,Nenhuma renda,Um,Nenhum,Um,Nenhum,True,18.0
Feminino,Branca,Municipal,446.2,474.6,470.6,513.0,560.0,EF-2 incompleto,ES incompleto,2,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Privada,543.3,546.5,687.1,534.6,780.0,PG incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,611.6,581.1,753.7,649.6,620.0,PG incompleto,PG completo,4,Até R$26400,Um,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Privada,619.3,615.1,794.3,647.5,800.0,PG incompleto,PG incompleto,4,Até R$3300,Um,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Estadual,565.9,543.9,533.5,543.0,600.0,PG completo,PG completo,4,Até R$6600,Nenhum,Nenhum,Um,Um,True,17.0
Feminino,Branca,Estadual,416.6,418.9,509.9,435.7,620.0,EM incompleto,PG completo,3,Até R$10560,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Privada,572.9,542.3,691.0,644.8,720.0,EF-2 incompleto,PG completo,4,Até R$9240,Dois,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,595.9,539.7,730.9,593.6,620.0,ES incompleto,PG incompleto,3,Até R$2640,Um,Nenhum,Dois,Nenhum,True,17.0
Masculino,Parda,Privada,559.4,539.8,620.5,577.8,560.0,ES incompleto,ES incompleto,2,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Parda,Estadual,472.7,440.7,439.1,517.9,480.0,ES incompleto,ES incompleto,8,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Parda,Estadual,487.2,433.8,459.8,483.2,560.0,PG incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,600.2,542.2,698.9,563.4,580.0,ES incompleto,PG incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Três,True,17.0
Masculino,Branca,Privada,594.8,414.3,719.1,561.6,760.0,PG incompleto,PG completo,6,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,681.6,635.3,750.1,570.3,760.0,ES incompleto,PG incompleto,2,Até R$7920,Um,Nenhum,Dois,Dois,True,17.0
Feminino,Branca,Privada,620.1,608.2,739.7,604.3,740.0,PG incompleto,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,610.3,561.0,651.5,590.8,680.0,ES incompleto,ES incompleto,3,Até R$6600,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,539.4,499.3,549.3,492.1,520.0,ES incompleto,PG completo,3,Até R$5280,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Estadual,395.1,383.4,363.4,455.9,680.0,EM incompleto,Nunca estudou,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,586.2,578.8,634.2,607.8,940.0,ES incompleto,PG completo,4,Até R$5280,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,578.1,446.7,666.7,547.5,920.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Um,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,472.4,468.3,541.0,501.3,580.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Privada,621.4,550.5,449.9,464.2,880.0,ES incompleto,PG incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,443.1,380.9,379.2,327.5,580.0,Nunca estudou,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,19.0
Feminino,Parda,Privada,540.6,536.0,461.8,501.1,800.0,EM incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,461.9,377.8,429.1,487.2,460.0,PG incompleto,ES incompleto,5,Até R$1980,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,501.3,468.6,557.5,462.7,360.0,ES incompleto,PG incompleto,5,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,665.3,655.3,734.3,613.7,740.0,PG completo,PG incompleto,4,Mais de R$26.400,Dois,Dois,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,681.1,613.2,693.8,654.1,840.0,PG completo,PG completo,2,Até R$15840,Um,Nenhum,Dois,Dois,True,17.0
Masculino,Branca,Estadual,545.7,484.7,584.6,499.5,460.0,EF-1 incompleto,ES incompleto,3,Nenhuma renda,Nenhum,Nenhum,Um,Nenhum,True,17.0
Masculino,Branca,Privada,618.5,557.3,754.5,585.2,560.0,PG completo,PG incompleto,3,Até R$19800,Um,Nenhum,Três,Dois,True,17.0
Feminino,Parda,Estadual,506.5,496.2,579.4,512.9,760.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Privada,604.3,529.8,691.7,550.2,480.0,PG incompleto,PG incompleto,4,Até R$19800,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,513.7,474.2,534.2,482.8,480.0,EF-2 incompleto,EF-1 incompleto,5,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,17.0
Feminino,Branca,Privada,521.7,489.1,785.1,565.7,920.0,PG completo,PG completo,3,Até R$10560,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Estadual,574.5,520.1,647.7,583.1,600.0,EM incompleto,EM incompleto,3,Até R$1980,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,540.0,562.9,622.8,561.2,580.0,EF-1 incompleto,EF-2 incompleto,3,Até R$3300,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,652.5,601.2,769.2,590.3,880.0,PG completo,PG incompleto,4,Até R$15840,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Parda,Privada,495.6,382.5,422.1,510.3,760.0,EM incompleto,PG incompleto,2,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Branca,Privada,359.9,448.7,591.6,539.0,660.0,PG completo,PG completo,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,649.3,568.6,685.8,600.1,920.0,PG incompleto,PG completo,4,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Privada,520.1,418.6,462.9,446.9,600.0,EF-2 incompleto,EF-2 incompleto,4,Até R$3960,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Estadual,572.3,533.7,625.9,460.6,760.0,ES incompleto,PG incompleto,6,Até R$3300,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,550.3,402.9,501.5,326.0,540.0,PG completo,PG incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Preta,Estadual,458.1,435.7,398.4,474.5,480.0,EF-2 incompleto,EM incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Privada,521.9,557.3,476.8,544.9,640.0,PG incompleto,PG completo,5,Até R$7920,Um,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Parda,Estadual,618.2,598.7,667.2,616.2,740.0,ES incompleto,PG incompleto,4,Até R$5280,Dois,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,503.7,404.9,441.5,519.2,640.0,ES incompleto,ES incompleto,2,Até R$1320,Um,Nenhum,Dois,Nenhum,True,18.0
Feminino,Preta,Estadual,515.9,418.1,596.9,504.6,340.0,ES incompleto,ES incompleto,2,Até R$3300,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,601.5,552.2,772.2,613.0,780.0,PG completo,PG completo,4,Até R$26400,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Amarela,Estadual,627.8,552.8,701.5,650.8,680.0,ES incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,467.8,438.0,471.0,511.4,560.0,ES incompleto,PG incompleto,4,Até R$5280,Um,Um,Três,Um,True,18.0
Feminino,Branca,Privada,505.4,649.5,686.4,658.3,880.0,PG incompleto,PG completo,2,Até R$15840,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Estadual,609.7,577.0,653.0,594.4,760.0,ES incompleto,PG incompleto,3,Até R$3960,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,500.3,449.0,417.5,493.0,540.0,ES incompleto,EF-2 incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,648.8,710.9,889.1,640.0,900.0,PG completo,PG completo,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Parda,Privada,643.8,643.2,713.0,631.7,940.0,ES incompleto,ES incompleto,3,Até R$10560,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,554.8,464.7,547.9,510.6,800.0,EM incompleto,PG incompleto,5,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,641.2,572.2,732.6,601.8,880.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,537.5,454.4,558.9,520.8,800.0,EM incompleto,ES incompleto,2,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Preta,Estadual,458.3,421.4,359.2,548.4,520.0,ES incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,496.3,444.0,600.2,556.2,680.0,ES incompleto,ES incompleto,4,Até R$9240,Um,Nenhum,Nenhum,Um,True,17.0
Feminino,Amarela,Privada,635.4,631.5,718.1,592.5,880.0,PG completo,PG completo,4,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,539.8,479.8,565.4,531.0,740.0,PG completo,PG incompleto,3,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Privada,473.5,487.1,451.8,505.6,460.0,ES incompleto,PG incompleto,2,Até R$5280,Um,Nenhum,Dois,Um,True,19.0
Feminino,Branca,Privada,718.4,653.6,935.4,603.7,960.0,PG completo,PG completo,3,Até R$13200,Dois,Nenhum,Três,Três,True,17.0
Feminino,Amarela,Estadual,486.6,433.4,487.9,524.8,820.0,PG incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Estadual,553.7,529.4,531.9,563.3,600.0,ES incompleto,PG incompleto,6,Até R$3300,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Privada,555.2,540.9,729.8,597.8,780.0,ES incompleto,PG completo,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,480.7,413.3,392.9,385.2,0.0,EM incompleto,EF-2 incompleto,6,Até R$3300,Um,Dois,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,620.4,568.7,738.6,603.1,760.0,PG incompleto,ES incompleto,3,Até R$19800,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,615.4,602.4,613.2,617.3,720.0,PG incompleto,PG completo,3,Até R$15840,Um,Nenhum,Três,Dois,True,17.0
Masculino,Branca,Privada,567.2,655.9,702.4,591.0,880.0,PG completo,PG completo,4,Até R$10560,Um,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Privada,623.4,646.0,733.0,629.0,960.0,PG completo,ES incompleto,4,Até R$7920,Dois,Um,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,526.7,401.3,563.9,560.4,700.0,EF-2 incompleto,EF-2 incompleto,4,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,549.5,533.5,674.5,617.9,660.0,ES incompleto,PG incompleto,2,Até R$6600,Quatro ou mais,Nenhum,Três,Um,True,17.0
Feminino,Branca,Estadual,588.9,522.2,612.6,577.1,620.0,ES incompleto,PG incompleto,2,Até R$3300,Um,Nenhum,Dois,Um,True,18.0
Masculino,Parda,Privada,711.1,327.0,774.5,663.0,880.0,ES incompleto,PG completo,4,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,647.6,647.0,712.4,563.8,800.0,EF-1 incompleto,PG incompleto,3,Até R$7920,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Parda,Privada,501.0,472.1,608.1,525.0,860.0,ES incompleto,ES incompleto,8,Até R$10560,Um,Um,Quatro ou mais,Três,True,17.0
Feminino,Branca,Privada,555.9,500.9,695.7,548.2,880.0,PG completo,PG completo,4,Até R$15840,Três,Nenhum,Três,Três,True,17.0
Feminino,Parda,Estadual,528.7,482.4,642.4,523.5,580.0,EF-2 incompleto,EF-2 incompleto,5,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Estadual,526.5,470.8,583.9,507.8,680.0,EM incompleto,ES incompleto,4,Até R$6600,Nenhum,Nenhum,Nenhum,Um,True,17.0
Feminino,Branca,Privada,604.3,501.6,692.8,576.6,780.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Privada,487.8,428.9,617.5,455.7,680.0,EM incompleto,ES incompleto,3,Até R$5280,Dois,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,413.6,342.0,443.8,375.1,560.0,EF-2 incompleto,EF-1 incompleto,3,Até R$1980,Um,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Estadual,369.4,436.3,551.5,529.3,640.0,EF-2 incompleto,EF-2 incompleto,5,Até R$1980,Nenhum,Nenhum,Três,Um,True,17.0
Feminino,Parda,Estadual,534.8,466.5,617.2,470.2,840.0,EM incompleto,ES incompleto,5,Até R$2640,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,553.4,427.7,554.5,553.9,580.0,ES incompleto,PG completo,4,Até R$3300,Dois,Dois,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,563.8,555.5,397.2,539.7,780.0,ES incompleto,PG incompleto,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,653.2,642.6,811.2,650.1,920.0,PG completo,PG incompleto,5,Até R$15840,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Privada,619.1,581.1,605.8,616.0,880.0,PG incompleto,PG incompleto,4,Até R$10560,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,469.5,380.9,532.0,500.3,600.0,EF-2 incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,645.4,661.6,727.9,515.7,900.0,PG incompleto,PG completo,2,Mais de R$26.400,Nenhum,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Estadual,535.4,528.0,534.0,546.2,640.0,PG incompleto,PG incompleto,5,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Privada,606.2,626.4,710.9,620.6,800.0,PG incompleto,PG incompleto,5,Até R$19800,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,644.8,566.9,713.4,657.4,720.0,PG incompleto,ES incompleto,2,Até R$26400,Um,Nenhum,Dois,Um,True,18.0
Masculino,Parda,Estadual,508.3,465.9,688.1,524.4,880.0,EF-1 incompleto,EF-2 incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Estadual,430.0,477.8,613.8,506.4,520.0,ES incompleto,ES incompleto,4,Até R$1320,Um,Um,Um,Nenhum,True,18.0
Masculino,Preta,Estadual,624.3,609.9,641.5,616.5,760.0,EM incompleto,PG completo,3,Até R$13200,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,565.3,559.7,494.7,529.3,720.0,PG completo,PG completo,3,Até R$7920,Um,Nenhum,Três,Três,True,18.0
Masculino,Branca,Privada,550.0,473.8,572.3,600.5,600.0,ES incompleto,ES incompleto,6,Até R$6600,Um,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Parda,Estadual,698.9,539.9,692.1,655.0,560.0,EF-2 incompleto,EF-2 incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Privada,618.6,564.7,611.4,601.4,500.0,PG completo,PG completo,3,Até R$15840,Um,Nenhum,Três,Três,True,18.0
Masculino,Branca,Privada,673.6,668.7,829.1,642.7,940.0,ES incompleto,ES incompleto,4,Até R$9240,Dois,Dois,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,647.4,484.2,636.3,560.6,740.0,PG completo,PG completo,5,Até R$13200,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Preta,Estadual,582.9,464.8,666.7,603.8,720.0,PG incompleto,PG incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Amarela,Privada,510.9,620.7,769.5,391.1,520.0,EF-2 incompleto,Nunca estudou,5,Até R$11880,Um,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Estadual,621.2,552.3,629.1,587.3,840.0,EF-2 incompleto,EF-2 incompleto,2,Até R$1320,Um,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,596.0,526.2,616.5,516.9,820.0,PG incompleto,PG incompleto,4,Até R$2640,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,612.6,558.7,851.6,561.1,940.0,PG incompleto,PG incompleto,3,Até R$19800,Um,Um,Três,Três,True,17.0
Feminino,Branca,Privada,617.0,573.9,587.9,602.9,760.0,PG completo,PG completo,5,Até R$10560,Um,Nenhum,Quatro ou mais,Dois,True,18.0
